Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
13-10-2016,The Accountant,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.",33.41,4943,7,en,"Crime, Thriller, Drama",https://image.tmdb.org/t/p/original/nztAld019tFjllW7VCJvPFiFkt8.jpg
21-05-2012,After Porn Ends,"Documentary examining what happens to some of the biggest names in the history of the adult entertainment industry after they leave the business and try and live ""normal"" lives.",33.4,202,5.7,en,Documentary,https://image.tmdb.org/t/p/original/aPerSjt4viv7Ik8OEHL83AbrH6R.jpg
26-09-1997,The Peacemaker,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",33.398,738,6,en,"Action, Thriller",https://image.tmdb.org/t/p/original/hc3p6pvIrfO4AmrVLb6qTviOwW2.jpg
08-07-2011,Horrible Bosses,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",33.387,5357,6.6,en,"Comedy, Crime",https://image.tmdb.org/t/p/original/uQkUwgyFHAm0jGQERPG6Z9o9Zbj.jpg
25-11-2018,Mowgli: Legend of the Jungle,"A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins.",33.384,2158,6.5,en,"Adventure, Drama",https://image.tmdb.org/t/p/original/clRnzMsFoMIdC7I5JsG6dnnHH8l.jpg
22-11-2000,Unbreakable,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead — and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",33.379,7663,7.1,en,"Thriller, Drama, Mystery",https://image.tmdb.org/t/p/original/mLuehrGLiK5zFCyRmDDOH6gbfPf.jpg
26-11-2014,The Theory of Everything,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",33.374,9182,7.9,en,"Drama, Romance",https://image.tmdb.org/t/p/original/7rIIrOFrbdi2ucAMKoHSaMv8FDN.jpg
27-09-2014,My Little Pony: Equestria Girls - Rainbow Rocks,"Music rules and rainbows rock as Twilight Sparkle and pals compete for the top spot in the Canterlot High ""Mane Event"" talent show. The girls must rock their way to the top, and outshine rival Adagio Dazzle and her band The Dazzlings, to restore harmony back to Canterlot High.",33.356,118,8,en,"Family, Animation, Music",https://image.tmdb.org/t/p/original/xcSrR4HXHsFXqjAg8nY7y6JMAG4.jpg
18-02-2001,Lady and the Tramp II: Scamp's Adventure,"Lady and Tramp's mischievous pup, Scamp, gets fed up with rules and restrictions imposed on him by life in a family, and longs for a wild and free lifestyle. He runs away from home and into the streets where he joins a pack of stray dogs known as the ""Junkyard Dogs."" Buster, the pack's leader, takes an instant disliking to the ""house-dog"" and considers him a rival. Angel, a junkyard pup Scamp's age, longs for the safety and comfort of life in a family and the two become instant companions. Will Scamp choose the wild and free life of a stray or the unconditional love of his family?",33.332,1038,6.4,en,"Family, Animation, Romance, Adventure",https://image.tmdb.org/t/p/original/nS3nhUZUSY8dWEsRmKILfiOC3F0.jpg
10-02-2006,Curious George,"When The Man in the Yellow Hat befriends Curious George in the jungle, they set off on a non-stop, fun-filled journey through the wonders of the big city toward the warmth of true friendship.",33.321,400,6.3,en,"Adventure, Animation, Comedy, Family",https://image.tmdb.org/t/p/original/kj6MvHlFQcoKgSrVUOC8aI3XfLi.jpg
07-03-2012,A Thousand Words,"Jack McCall is a fast-talking literary agent, who can close any deal, any time, any way. He has set his sights on New Age guru Dr. Sinja for his own selfish purposes. But Dr. Sinja is on to him, and Jack’s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks, a leaf falls from the tree and he realizes that when the last leaf falls, both he and the tree are toast. Words have never failed Jack McCall, but now he’s got to stop talking and conjure up some outrageous ways to communicate or he’s a goner.",33.3,1096,6.1,en,"Drama, Comedy",https://image.tmdb.org/t/p/original/4BoeDiKFqKwq4mfU8ITDLglFyoc.jpg
30-11-2004,Spider-Man 2: Making the Amazing,"A comprehensive 12-part documentary on the making of ""Spider-Man 2,"" covering everything from pre-production to premiere.",33.298,49,7,en,"Action, Adventure, Science Fiction, Documentary",https://image.tmdb.org/t/p/original/3oF3GbxSSQxO9rWjrUjwAFi1fSF.jpg
02-10-2019,Crazy Romance,"Jae-hoon recently breaks up with his girlfriend and he still cannot give her up. Whenever he gets drunk, it has become a daily routine to call her and act out of drunkenness. On the other hand, Sun-young also decides to break up with his boyfriend. But she holds a grudge against him. For them, it seems that the beginning and the end of a love affair are both difficult. Can they overcome from the previous romance and start the new one?",33.288,23,7.2,ko,"Romance, Comedy",https://image.tmdb.org/t/p/original/cgym0po39lRpAsfMHtRHSSr6ryY.jpg
19-06-2017,You Get Me,"After arguing with his girlfriend, Ali, Tyler lands in the arms of sexy new girl, Holly. The next morning, he finds that not only does Ali agree to take him back, but Holly is a new student at their school and is dead set on her new man.",33.287,1550,5.6,en,"Thriller, Romance, Drama",https://image.tmdb.org/t/p/original/5eV0mIQqSztD3McjO22EOFlQDj1.jpg
03-04-2013,App,"A young psychology student is drawn into the dark and fearful world of a diabolic and mysterious App that starts to terrorize her, distributing compromising photographs, videos and text messages about herself and delves deeper and deeper into her personal life, flawlessly exposing all of her deepest secrets.",33.287,57,5.1,nl,Thriller,https://image.tmdb.org/t/p/original/mlJTIFUbTBCqpOuLltLC8nlqkvL.jpg
01-01-2016,Sherlock: The Abominable Bride,Sherlock Holmes and Dr. Watson find themselves in 1890s London in this holiday special.,33.283,1974,7.9,en,"Crime, Drama, Mystery, TV Movie",https://image.tmdb.org/t/p/original/hibE8cyZs2Bm0o4WaWd1pppvjO2.jpg
22-10-2013,Jackass Presents: Bad Grandpa,"86-year-old Irving Zisman is on a journey across America with the most unlikely companion: his 8 year-old grandson, Billy.",33.278,1287,6.1,en,Comedy,https://image.tmdb.org/t/p/original/dDSMzBEaM0LYSy9Muo0zsCo77Vh.jpg
20-05-2017,Blame!,"In the distant technological future, civilization has reached its ultimate Net-based form. An ""infection"" in the past caused the automated systems to spiral out of order, resulting in a multi-leveled city structure that replicates itself infinitely in all directions. Now humanity has lost access to the city's controls, and is hunted down and purged by the defense system known as the Safeguard. In a tiny corner of the city, a little enclave known as the Electro-Fishers is facing eventual extinction, trapped between the threat of the Safeguard and dwindling food supplies. A girl named Zuru goes on a journey to find food for her village, only to inadvertently cause doom when an observation tower senses her and summons a Safeguard pack to eliminate the threat. With her companions dead and all escape routes blocked, the only thing that can save her now is the sudden arrival of Killy the Wanderer, on his quest for the Net Terminal Genes, the key to restoring order to the world.",33.277,221,6.4,ja,"Action, Drama, Science Fiction, Animation",https://image.tmdb.org/t/p/original/oSAlpVXRXcj6Fj6c9guA7PzOkTV.jpg
26-02-2008,Justice League: The New Frontier,"The human race is threatened by a powerful creature, and only the combined power of Superman, Batman, Wonder Woman, Green Lantern, Martian Manhunter and The Flash can stop it. But can they overcome their differences to thwart this enemy using the combined strength of their newly formed Justice League?",33.276,394,6.9,en,"Action, Adventure, Animation, Science Fiction, Family",https://image.tmdb.org/t/p/original/sG0jasV67KIq2KRmF0BjfyFHE8z.jpg
19-06-1963,Jason and the Argonauts,"Jason, a fearless sailor and explorer, returns to his home land of Thessaly after a long voyage to claim his rightful throne. He learns, however, that he must first find the magical Golden Fleece. To do so, he must embark on an epic quest fraught with fantastic monsters and terrible perils.",33.274,430,7.1,en,"Adventure, Family, Fantasy",https://image.tmdb.org/t/p/original/tNxU5agqGybrnVHGaxfEuAksRoO.jpg
31-08-2010,The American,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",33.251,1060,5.9,en,"Crime, Drama, Thriller",https://image.tmdb.org/t/p/original/5OEOsRaBsSxD0qBtAhus0iKDzr.jpg
15-09-2009,[REC]²,"The action continues from [REC], with the medical officer and a SWAT team outfitted with video cameras are sent into the sealed off apartment to control the situation.",33.231,1532,6.6,es,"Thriller, Horror",https://image.tmdb.org/t/p/original/gWmIqmhb6B6bmL6EPX4sVx0jO02.jpg
16-07-2015,Monster Hunt,Young monster kids try to make peace between the world of humans and the world of the monsters.,33.2,255,6.4,zh,"Comedy, Fantasy, Adventure",https://image.tmdb.org/t/p/original/csMASFudtPSyVEFl4qq2Sm5lflM.jpg
28-08-2008,College,A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.,33.2,117,4.6,en,Comedy,https://image.tmdb.org/t/p/original/e963mXIiuSwVyklsJxJ68mQ4CE.jpg
14-09-2010,Scooby-Doo! Camp Scare,Scooby and the gang experience outdoor fun as they go back to Fred's old summer camp.,33.191,203,8,en,"Animation, Comedy, Family, Mystery",https://image.tmdb.org/t/p/original/gKA6mnTxoEhl4HHIWR9ia5tPCyd.jpg
14-03-2018,Ghostland,"A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange . . .",33.187,1816,7.4,en,"Horror, Mystery, Thriller",https://image.tmdb.org/t/p/original/tt9YSQlArAj6849SQQJ5ryNgcJs.jpg
07-11-2008,Private Valentine: Blonde & Dangerous,"When fluffy, bubble gum movie star Megan Valentine suddenly finds herself broke and humiliated in the public eye, she wanders from the wreckage of a car accident and witlessly enlists in the U.S. Army hoping in vain that it will change her life.",33.172,212,6.2,en,Comedy,https://image.tmdb.org/t/p/original/ExnJ2YhKdpwq7FUXNmDJQ42cBH.jpg
15-07-2021,A Perfect Fit,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.",33.171,53,7.3,id,"Romance, Comedy, Drama",https://image.tmdb.org/t/p/original/nLwtsKUBhPcZKtrFQfVMpTxa7Of.jpg
08-08-2013,Lovelace,"Story of Linda Lovelace, who is used and abused by the porn industry at the behest of her coercive husband, before taking control of her life.",33.164,544,6,en,Drama,https://image.tmdb.org/t/p/original/9zdacmBswpiyLJfynWeGFXxHP1i.jpg
13-12-2014,Blue Spring Ride,"When she was a middle school student, Futaba Yoshioka liked Kou Tanaka who was unlike the other boys and quite gentle. Kou Tanaka then moved away and they lost contact.  At the end of Futaba Yoshioka's first year as a high school student she meets Kou Tanaka again. Kou Tanaka’s name has changed to Kou Mabuchi and his personality seems different from his middle school days.",33.159,47,6.7,ja,"Romance, Drama",https://image.tmdb.org/t/p/original/8ic3JNoQVPTGtOwgUeTWu09mmNl.jpg
21-06-1962,Lolita,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",33.159,1539,7.4,en,"Crime, Drama, Romance",https://image.tmdb.org/t/p/original/8Puqbeh0D95DpXFWep1rmH78btu.jpg
31-03-2012,Blood Money,"In South Africa, a young man living with his wife becomes embroiled in an illegal diamond business and with time finds his life changing.",33.145,7,6.1,hi,"Drama, Action, Thriller",https://image.tmdb.org/t/p/original/oX09oi63n3xlmaej3OvtA6PBQ4A.jpg
05-03-2011,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,"The title character, Nobita, is upset because he cannot get a large RC toy to show off to a rich boy, Suneo. His fit makes Doraemon angry, and with the hot Japanese summer, he decides to ""cool off"" at the North Pole with the Anywhere Door, a mysterious portal.  Nobita follows him there after he's gone for a long time, and discovers a strange bowling ball-like orb which starts blinking with a pulsating light, and summons what looks like a giant robot´s foot. After sledding down the hill on it and having it crash into his room through the Anywhere Door, the bowling ball follows him home through the door and another robot piece falls into his backyard.",33.129,34,7.8,ja,"Animation, Adventure, Family",https://image.tmdb.org/t/p/original/jbszRvlAtGGHZK4qOAREHChg2P7.jpg
31-08-2015,Curve,A young woman becomes trapped in her car after a hitchhiker causes her to have an automobile accident.,33.127,310,5.8,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/9AGJMNrUfBMIGkCeKNccQbj0Nyg.jpg
12-03-2021,Sweat,"Three days in the life of fitness motivator Sylwia Zając, whose presence on social media has made her a celebrity. Although she has hundreds of thousands of followers, is surrounded by loyal employees and admired by acquaintances, she is looking for true intimacy.",33.117,28,6.8,pl,"Drama, Thriller",https://image.tmdb.org/t/p/original/w14VAFlUKl3rCx6P8AHhkqowIeT.jpg
02-03-2011,One Day,"A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.",33.113,3436,7.4,en,"Drama, Romance",https://image.tmdb.org/t/p/original/xGclxjTTbOdR18zqoldGTjfzSkl.jpg
02-02-2010,Planet Hulk,"When the Hulk's presence on Earth becomes too great a risk, the Illuminati trick him to board a shuttle destined for a planet where he will be able to live in peace, and launch it into space. The Hulk's struggle to escape causes the shuttle to malfunction and crash land on the planet Sakaar, however, where he is sold into slavery and trained as a gladiator.",33.102,362,7,en,"Science Fiction, Animation, Action",https://image.tmdb.org/t/p/original/5wCzY3sAs6zHIzzHIcTKN2g0pu8.jpg
08-12-2011,New Year's Eve,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,33.077,1836,5.9,en,"Comedy, Romance",https://image.tmdb.org/t/p/original/ho8CT1R0d90HLlSa5KrnfEPqhvt.jpg
26-01-2018,Forever My Girl,"After being gone for a decade, a country star returns home to the love he left behind.",33.071,949,7.6,en,"Romance, Drama, Music",https://image.tmdb.org/t/p/original/bKqdggnIPeOI15VqtBZTkvh4hA9.jpg
01-12-2017,"Three Billboards Outside Ebbing, Missouri","After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",33.064,8367,8.1,en,"Crime, Drama",https://image.tmdb.org/t/p/original/bRYLt8fV82tdVoDppSFTZIcJiLN.jpg
30-09-2016,Operation Mekong,Chinese narco-cops take their mission to the Golden Triangle following the Mekong River massacre of innocent fishermen by the region's drug lord.,33.061,172,7,zh,"Action, Adventure, Crime, War",https://image.tmdb.org/t/p/original/wghFabaZgRorsMQWuPtKUlzq4W1.jpg
07-08-2013,Teen Beach Movie,"Life's a beach for surfers Brady and McKenzie – until a rogue wave magically transports them inside the classic '60s beach party flick, ""Wet Side Story,"" where a full-blown rivalry between bikers and surfers threatens to erupt. There, amidst a sea of surfing, singing and dancing, Brady and Mack accidentally change the storyline, and the film’s dreamy hero and heroine fall for them instead of for each other! Can our heroes get the plot back on track, or will they be trapped there forever?",33.054,758,6.9,en,"Family, Music, TV Movie, Comedy",https://image.tmdb.org/t/p/original/ywX8INXLshhf94pyxc8wE2MO4aT.jpg
04-09-2015,Huevos: Little Rooster's Egg-Cellent Adventure,"Toto has grown and now is a young cock. An evil rancher tricks the female owner of the ranch where they live and forces her to bet the property in a cockfight in the arena. Toto is the only option to defend their home, so he must train in just one week and win the championship of the arena.",33.03,177,7,es,"Animation, Family",https://image.tmdb.org/t/p/original/e55ZEtyXkknzBgNmrcyTICAG3gA.jpg
10-01-2010,The Simpsons 20th Anniversary Special - In 3D! On Ice!,"The Simpsons 20th Anniversary Special – In 3-D! On Ice! is a documentary special that examined the ""cultural phenomenon"" of the American animated television series The Simpsons.",33.005,15,6.7,en,Documentary,https://image.tmdb.org/t/p/original/va17NLaPdfJikfCWkPaWbnOfVSf.jpg
29-03-1991,Career Opportunities,"Josie, the daughter of the town's wealthiest businessman, faces problems at home and wishes to leave town but is disoriented. Her decision is finalized after she falls asleep in a Target dressing room. She awakens to find herself locked in the store overnight with the janitor, Jim, the town ""no hoper"" and liar.",33.002,382,6.7,en,"Romance, Comedy, Drama",https://image.tmdb.org/t/p/original/vtcBQTGxk6ZfKSfDXBTGG6fzSJ1.jpg
07-08-2013,We're the Millers,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,32.999,7389,6.8,en,"Comedy, Crime",https://image.tmdb.org/t/p/original/qGYkdtooyKAQHTHcONiaeq7g2ee.jpg
10-07-1998,Lethal Weapon 4,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",32.998,2041,6.6,en,"Action, Adventure, Comedy, Crime, Thriller",https://image.tmdb.org/t/p/original/cRm7ro9tfiHagQb8i3wO4F1CiuB.jpg
18-07-1994,The Next Karate Kid,"Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.",32.976,766,5.3,en,"Action, Drama, Family, Adventure",https://image.tmdb.org/t/p/original/9asnrgm2oloHsTKj8NW0Tl7FKG5.jpg
02-07-2021,Till Death,"After a romantic evening at their secluded lake house, a woman wakes up handcuffed to her dead husband. Trapped and isolated in the dead of winter, she must fight off hired killers to escape her late spouse's twisted plan.",32.974,340,6.6,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/mv50vXgLXpcJKzPL1EDvBQJx3oV.jpg
18-10-2014,Big Driver,"Based on a novella from Stephen King, A famous mystery writer sets out for revenge after a brutal attack.",32.971,160,5.7,en,"Crime, Mystery, Thriller",https://image.tmdb.org/t/p/original/eOGZagunINGbIMMDXSJnzKJ1Ai4.jpg
08-09-2013,The Green Inferno,"A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not alone… and that no good deed goes unpunished.",32.942,1078,5.6,en,"Action, Horror, Thriller",https://image.tmdb.org/t/p/original/dTnAYyUwp6lT0cKrt4aNujj5mdF.jpg
13-10-1960,Spartacus,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",32.934,1623,7.6,en,"History, War, Drama, Adventure",https://image.tmdb.org/t/p/original/prdCmV8GkDLpguwoxBQczFAwvci.jpg
04-03-2017,Doraemon: Nobita's Great Adventure in the Antarctic Kachi Kochi,"Unable to endure the midsummer heat, Doraemon transports Nobita and his friends to a huge iceberg floating in the South Pacific. While creating an amusement parks with the secret tool ""Ice-working Iron"" the group finds a mysterious golden ring in the ice. Upon closer examination, they determine that the ring was buried in Antarctica 100,000 years ago - before people could have lived there. Doraemon and friends head to Antarctica looking for the owner of the ring and come across the ruins of a huge city buried in the ice. Using Doraemon's Time Belt, the group travels back 100,000 years ago and meets the young girl Kara who is connected to the mysterious ring. But now the group must fight for survival as Doraemon faces the crisis of the entire Earth freezing.",32.932,38,7.5,ja,"Animation, Adventure, Fantasy, Family",https://image.tmdb.org/t/p/original/oUvhVQ6wyO7qssQSJ1CiM93Di7P.jpg
28-01-2000,Cheeky,"While scouting out apartments in London for her Venetian boyfriend, Carla rents an apartment that overlooks the Thames. There she meet the lesbian hyper-horny real estate agent Moira.",32.898,166,5.5,it,"Comedy, Drama, Romance",https://image.tmdb.org/t/p/original/7gqcEgJfTltbLo76nZTl8umgM1Y.jpg
03-03-2012,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,"Nobita and Doraemon use time tree Mochi and catches a big bird Moa, which has been extinct for 500 years ago. To protect extinct the animal, Nobita and Doramon go to Beremon Island which is protected by a golden beetle named Herakles. They meet a girl from the Rokkoro tribe and a boy who looks exactly like Nobita on Beremon Island ...",32.879,41,6.9,ja,"Family, Animation, Adventure",https://image.tmdb.org/t/p/original/mUJGtID4UyO6nLE0Ztqq48y4Hdw.jpg
30-05-2003,The Italian Job,"Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.",32.873,4475,6.7,en,"Action, Crime",https://image.tmdb.org/t/p/original/eSkjK4kctyrWpFhxl35GPvSs6tI.jpg
18-08-2017,American Made,"The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s.",32.858,3546,6.8,en,"Action, Crime, Comedy",https://image.tmdb.org/t/p/original/23ILgoPSO5ShKcTZOuiTVfqFAUB.jpg
05-07-2021,Shark Beach With Chris Hemsworth,Chris Hemsworth has a real passion for sharks. The Hollywood star talks to experts to find out more about the apex predators of the oceans.,32.856,4,6.4,en,Documentary,https://image.tmdb.org/t/p/original/cLuHkY00WWoSsY6n1RMuSQ04Uj6.jpg
20-12-2017,Pitch Perfect 3,"After the highs of winning the world championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.",32.856,2866,6.6,en,"Comedy, Music",https://image.tmdb.org/t/p/original/iHxmTTFMuuPIwwj39C4Zkk9IL4m.jpg
19-10-2017,The Last Warrior,"Ivan is an ordinary guy who is transferred from modern Moscow to the fantasy world Belogorye. In this parallel universe where characters of Russian fairy tales live, magic is an integral part of daily life, and arguments are settled with the help of sword . Unexpectedly, Ivan finds himself in the middle of a battle between good and evil, and he must discover why everyone thinks that he must play the main role in upcoming events...",32.842,112,7.1,ru,"Fantasy, Family, Adventure, Action, Comedy",https://image.tmdb.org/t/p/original/ynMOyBo8xrWQiMvMJUhge4hVlse.jpg
09-02-2010,Dante's Inferno: An Animated Epic,"Dante journeys through the nine circles of Hell -- limbo, lust, gluttony, greed, anger, heresy, violence, fraud and treachery -- in search of his true love, Beatrice. An animated version of the video game of the same name.",32.839,381,6.9,en,"Action, Adventure, Animation, Horror",https://image.tmdb.org/t/p/original/3HEKlPhoji9i6mJAImI1A98KNzv.jpg
12-10-2011,The Thing,"When paleontologist Kate Lloyd travels to an isolated outpost in Antarctica for the expedition of a lifetime, she joins an international team that unearths a remarkable discovery. Their elation quickly turns to fear as they realize that their experiment has freed a mysterious being from its frozen prison. Paranoia spreads like an epidemic as a creature that can mimic anything it touches will pit human against human as it tries to survive and flourish in this spine-tingling thriller.",32.835,2251,6.2,en,"Horror, Science Fiction, Mystery, Thriller",https://image.tmdb.org/t/p/original/dmn2nVo8h7LMnk694JxCRIwK06p.jpg
25-07-2021,The Father Who Moves Mountains,"Mircea, former Intelligence officer, finds out that his son from has gone missing in the mountains. He travels there to find him. After days of searches, Mircea put his own rescue team together, leading to conflict with the local squad.",32.833,59,6,ro,"Drama, Thriller",https://image.tmdb.org/t/p/original/htIK4y0O748QIFGG0d4WOz3J7S8.jpg
05-10-2017,My Little Pony: The Movie,"A new dark force threatens Ponyville, and the Mane 6 – Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy and Rarity – embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship and save their home.",32.807,294,7.2,en,"Family, Animation, Music, Adventure, Fantasy",https://image.tmdb.org/t/p/original/8FAkwIBnd5eGlSJBrJfJVMWAbhI.jpg
11-05-1994,The Crow,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven—watched over by a hypnotic crow—returns from the grave to exact revenge.",32.807,3027,7.5,en,"Fantasy, Action, Thriller",https://image.tmdb.org/t/p/original/wF2Tnf0bdYrzCKVbWh0mFwPJS6k.jpg
13-11-2014,Clown,"A loving father finds a clown suit for his son's birthday party, only to realize the suit is part of an evil curse that turns its wearer into a killer.",32.806,1070,5.6,en,Horror,https://image.tmdb.org/t/p/original/lxn0xeqV2M9P9sEoiLoXlR7121p.jpg
02-10-1998,Antz,"A neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army.",32.801,3729,6.1,en,"Adventure, Animation, Comedy, Family",https://image.tmdb.org/t/p/original/lWPjxbUMpAHFkJpZHHNWhQaRsax.jpg
06-08-1999,The Sixth Sense,"Following an unexpected tragedy, a child psychologist named Malcolm Crowe meets an nine year old boy named Cole Sear, who is hiding a dark secret.",32.799,9349,7.9,en,"Mystery, Thriller, Drama",https://image.tmdb.org/t/p/original/fIssD3w3SvIhPPmVo4WMgZDVLID.jpg
18-06-2020,You Should Have Left,"In an effort to repair their relationship, a couple books a vacation in the countryside for themselves and their daughter. What starts as a perfect retreat begins to fall apart as one loses their grip on reality, and a sinister force tries to tear them apart.",32.761,446,5.9,en,Horror,https://image.tmdb.org/t/p/original/tpOwE6xsWnu4lKeKbKW0R3iClM.jpg
28-06-2000,The Patriot,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",32.757,3075,7.1,en,"Drama, History, War, Action",https://image.tmdb.org/t/p/original/fWZd815QxUCUcrWQZwUkAp9ljG.jpg
01-08-2018,Along with the Gods: The Last 49 Days,"In the afterlife, one guardian helps a man through his trials, while his two colleagues help a former guardian on earth.",32.751,291,8.3,ko,"Drama, Fantasy, Action",https://image.tmdb.org/t/p/original/9BnqBHFGDv3WlCPB2qQwzAWdy7y.jpg
27-07-2016,Operation Chromite,A squad of soldiers fight in the Korean War's crucial Battle of Incheon.,32.738,149,5.9,ko,"History, Drama, War, Action",https://image.tmdb.org/t/p/original/kHnmjA8w4wf4fLsPB9Wmhy2qqTy.jpg
29-07-2005,Sky High,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",32.725,1884,6.2,en,"Adventure, Comedy, Family",https://image.tmdb.org/t/p/original/oK54M9VKOCLR1u0j26ttRix0G18.jpg
14-03-2019,Us,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",32.723,5640,7,en,"Horror, Thriller, Mystery",https://image.tmdb.org/t/p/original/ux2dU1jQ2ACIMShzB3yP93Udpzc.jpg
25-12-2015,The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,32.716,11871,7.7,en,"Drama, Mystery, Western",https://image.tmdb.org/t/p/original/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg
24-11-2017,Singularity,"When Elias van Dorne, CEO of the world's largest robotics company, introduces his most powerful invention, Kronos-a super-computer designed to end all wars-it determines that humans are the biggest threat and launches a worldwide attack on mankind. A small band of survivors must form an unlikely alliance to survive the greatest artificial intelligence threat man will ever know.",32.711,158,3.6,en,Science Fiction,https://image.tmdb.org/t/p/original/qmAq1fsprWHhFARdpPz0A46ylUS.jpg
29-11-2016,La La Land,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",32.683,14081,7.9,en,"Comedy, Drama, Romance, Music",https://image.tmdb.org/t/p/original/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg
